px,py,vx,vy,px_measured,py_measured,gt_px,gt_py,gt_vx,gt_vy
-4.80985,1.63361,-2.35871,-5.26934,-4.86829,1.53442,-4.66444,1.72998,-1.93422,-4.80751
-4.92325,1.39128,-2.35696,-5.13515,-4.98165,1.43611,-4.76186,1.48989,-1.9614,-4.79417
-4.97019,1.21031,-2.19639,-4.63929,-4.66779,1.28643,-4.86066,1.25049,-1.99007,-4.7799
-5.05323,1.04106,-2.04031,-4.21228,-4.98594,1.10894,-4.96095,1.01182,-2.02019,-4.76468
-5.10575,0.838033,-1.97709,-4.08917,-4.85498,0.825661,-5.06277,0.77393,-2.05174,-4.74848
-5.21779,0.467029,-2.15304,-4.97268,-4.84736,0.18101,-5.16621,0.536876,-2.08471,-4.73127
-5.2908,0.235331,-2.0966,-4.84904,-5.1231,0.257311,-5.27133,0.300706,-2.11906,-4.71303
-5.40099,0.00695368,-1.93544,-4.62354,-5.99809,-0.290765,-5.3782,0.0654719,-2.15477,-4.69374
-5.46323,-0.222199,-1.86371,-4.59381,-5.29972,-0.212982,-5.4869,-0.168772,-2.1918,-4.67335
-5.58545,-0.343101,-2.13391,-4.27583,-5.64447,-0.144522,-5.59748,-0.401971,-2.23014,-4.65185
-5.72171,-0.505139,-2.248,-4.03567,-5.85359,-0.445801,-5.71001,-0.634069,-2.26974,-4.62919
-5.83481,-0.757003,-2.60241,-4.53519,-5.30947,-0.724468,-5.82456,-0.865006,-2.31058,-4.60536
-5.9382,-1.09874,-2.51417,-5.01187,-5.87835,-1.26863,-5.94118,-1.09472,-2.35262,-4.58032
-6.01642,-1.41696,-2.20738,-5.17356,-5.68069,-1.52871,-6.05993,-1.32316,-2.39581,-4.55404
-6.16368,-1.59843,-2.37539,-4.81795,-6.27263,-1.50938,-6.18087,-1.55025,-2.44014,-4.52648
-6.30118,-1.84755,-2.74058,-5.14943,-6.11355,-1.75966,-6.30406,-1.77593,-2.48555,-4.49762
-6.41493,-2.12571,-2.70849,-5.22725,-6.34007,-2.13685,-6.42954,-2.00014,-2.532,-4.46742
-6.57505,-2.29227,-2.64212,-4.52026,-6.99344,-2.17445,-6.55738,-2.22281,-2.57946,-4.43585
-6.73076,-2.47982,-2.77249,-4.32084,-6.79288,-2.4458,-6.68761,-2.44386,-2.62788,-4.40288
-6.89256,-2.67639,-2.93733,-4.22985,-7.14408,-2.67584,-6.82029,-2.66323,-2.6772,-4.36847
-6.96846,-2.99488,-2.72451,-4.63664,-6.8003,-3.10086,-6.95546,-2.88084,-2.7274,-4.3326
-7.09753,-3.21615,-2.64042,-4.46711,-7.13937,-3.22028,-7.09316,-3.09663,-2.7784,-4.29523
-7.22272,-3.37966,-2.70263,-4.20795,-7.12118,-3.26434,-7.23344,-3.3105,-2.83017,-4.25632
-7.36443,-3.65223,-2.74523,-4.48682,-7.77186,-4.08999,-7.37632,-3.5224,-2.88265,-4.21586
-7.5426,-3.72311,-3.00544,-3.83571,-7.49009,-3.49081,-7.52184,-3.73223,-2.93579,-4.1738
-7.68981,-3.92685,-3.18,-3.95558,-7.52393,-3.88213,-7.67004,-3.93992,-2.98953,-4.13012
-7.8352,-4.18806,-3.15604,-4.16324,-7.88049,-4.29783,-7.82094,-4.14538,-3.04381,-4.08479
-7.985,-4.4125,-3.10509,-4.13593,-8.08524,-4.57834,-7.97457,-4.34854,-3.09857,-4.03778
-8.13725,-4.67903,-3.07953,-4.34921,-8.22492,-4.79812,-8.13095,-4.5493,-3.15376,-3.98906
-8.27767,-4.88012,-2.82046,-4.0019,-8.453,-4.95621,-8.2901,-4.74759,-3.2093,-3.93862
-8.39208,-5.1011,-2.74605,-4.08417,-8.33552,-5.1059,-8.45204,-4.94331,-3.26514,-3.88641
-8.55389,-5.23624,-2.86982,-3.79157,-8.55062,-4.79248,-8.61678,-5.13637,-3.32121,-3.83242
-8.74022,-5.43212,-3.01925,-3.77828,-8.91477,-5.51752,-8.78433,-5.32669,-3.37745,-3.77663
-8.90327,-5.62725,-3.15296,-3.83952,-9.04115,-5.69364,-8.95469,-5.51417,-3.43377,-3.71901
-9.05482,-5.81521,-3.17744,-3.80243,-9.03391,-5.80267,-9.12788,-5.69872,-3.49012,-3.65955
-9.20376,-5.94459,-3.13765,-3.46918,-8.86897,-5.41973,-9.30388,-5.88026,-3.54643,-3.59823
-9.38727,-6.00639,-3.30356,-3.00482,-9.30811,-5.82368,-9.4827,-6.05868,-3.60261,-3.53503
-9.57254,-6.18439,-3.58001,-3.16656,-9.80646,-6.41174,-9.66432,-6.23389,-3.6586,-3.46994
-9.68587,-6.44418,-3.35808,-3.51056,-9.62547,-6.55958,-9.84874,-6.4058,-3.71431,-3.40295
-9.93164,-6.57957,-3.84661,-3.40664,-10.6688,-6.35543,-10.0359,-6.57431,-3.76969,-3.33404
-10.1383,-6.76749,-3.94109,-3.40531,-10.2246,-6.83402,-10.2259,-6.73933,-3.82463,-3.26321
-10.3313,-6.91463,-3.97122,-3.23437,-10.2205,-6.71044,-10.4186,-6.90075,-3.87907,-3.19046
-10.561,-7.12792,-4.09215,-3.34624,-10.7616,-7.29159,-10.614,-7.05849,-3.93293,-3.11577
-10.7815,-7.24353,-4.16095,-3.02398,-10.8944,-6.83335,-10.8121,-7.21245,-3.98613,-3.03916
-11.0271,-7.42968,-4.31891,-3.05336,-11.2219,-7.56979,-11.0128,-7.36252,-4.03859,-2.96062
-11.2188,-7.55637,-4.13901,-2.77873,-10.986,-7.3707,-11.2161,-7.50862,-4.09021,-2.88015
-11.3324,-7.73839,-3.87542,-2.91729,-11.0934,-7.6776,-11.422,-7.65064,-4.14093,-2.79777
-11.5319,-7.85302,-4.01847,-2.80677,-11.4213,-7.46085,-11.6304,-7.78849,-4.19066,-2.71349
-11.6997,-7.95234,-3.98185,-2.62884,-11.5269,-7.8215,-11.8413,-7.92208,-4.23932,-2.6273
-11.8954,-8.05832,-3.89486,-2.39821,-11.9422,-7.88317,-12.0546,-8.05131,-4.28682,-2.53924
-12.1026,-8.13956,-3.9911,-2.19323,-12.09,-8.08828,-12.2702,-8.17609,-4.33309,-2.44932
-12.3434,-8.25451,-4.64666,-2.38109,-12.4462,-8.02117,-12.4881,-8.29633,-4.37802,-2.35756
-12.5487,-8.34726,-4.62685,-2.21997,-12.4231,-8.2599,-12.7082,-8.41193,-4.42156,-2.26399
-12.7604,-8.41884,-4.30088,-1.82825,-12.7461,-8.19449,-12.9304,-8.5228,-4.4636,-2.16863
-13.0424,-8.51518,-4.55284,-1.68846,-13.2911,-8.64594,-13.1547,-8.62886,-4.50407,-2.07151
-13.3134,-8.59273,-4.9428,-1.59764,-13.7929,-8.47158,-13.381,-8.73002,-4.54289,-1.97267
-13.5245,-8.65571,-4.88224,-1.44976,-13.384,-8.57583,-13.6092,-8.82619,-4.57997,-1.87214
-13.7457,-8.67816,-4.54915,-1.04604,-13.6376,-8.26344,-13.8392,-8.91729,-4.61524,-1.76997
-13.9363,-8.83757,-4.41793,-1.31852,-13.9959,-8.99264,-14.0709,-9.00324,-4.64861,-1.6662
-14.2083,-8.90716,-5.09571,-1.38381,-14.4737,-8.79552,-14.3043,-9.08395,-4.68001,-1.56086
-14.4182,-9.07244,-4.91803,-1.70222,-14.4273,-9.1875,-14.5391,-9.15936,-4.70936,-1.45402
-14.6377,-9.15624,-4.58084,-1.5474,-14.5757,-9.32634,-14.7754,-9.22939,-4.73658,-1.34573
-14.9494,-9.11672,-4.90059,-0.995761,-15.062,-9.04396,-15.013,-9.29397,-4.76161,-1.23603
-15.2141,-9.1911,-4.9705,-0.962735,-15.6189,-9.69365,-15.2517,-9.35302,-4.78436,-1.125
-15.465,-9.34986,-4.93327,-1.2752,-15.6682,-9.56749,-15.4916,-9.40649,-4.80476,-1.01269
-15.6969,-9.39593,-4.5457,-1.03814,-15.9382,-9.35751,-15.7324,-9.45431,-4.82275,-0.899159
-15.9431,-9.48684,-4.60402,-1.09643,-16.0862,-9.59819,-15.9741,-9.49642,-4.83827,-0.784484
-16.1921,-9.50064,-4.6397,-0.858701,-16.6033,-8.85459,-16.2164,-9.53277,-4.85124,-0.668734
-16.4483,-9.46439,-4.74792,-0.47411,-16.4229,-9.37029,-16.4594,-9.5633,-4.8616,-0.55198
-16.6511,-9.47874,-4.693,-0.378683,-16.011,-9.33486,-16.7027,-9.58797,-4.8693,-0.434301
-16.954,-9.43007,-4.92695,0.0507438,-17.1132,-9.43043,-16.9464,-9.60673,-4.87427,-0.315773
-17.2012,-9.5064,-5.12798,-0.181688,-16.9255,-10.8571,-17.1903,-9.61954,-4.87646,-0.196479
-17.4691,-9.52582,-5.16481,-0.11319,-17.5448,-9.57485,-17.4342,-9.62636,-4.87583,-0.0765024
-17.7301,-9.51278,-4.93728,0.0993575,-18.1371,-9.39146,-17.6781,-9.62717,-4.87232,0.0440703
-17.9865,-9.46567,-4.98103,0.371622,-17.9724,-9.42299,-17.9216,-9.62194,-4.86588,0.165151
-18.2313,-9.42668,-4.8753,0.576451,-18.3083,-9.18778,-18.1648,-9.61064,-4.85648,0.286648
-18.3889,-9.52506,-4.54163,0.163134,-18.2763,-9.60997,-18.4074,-9.59325,-4.84408,0.40847
-18.6194,-9.52049,-4.87348,0.19092,-18.2443,-9.58547,-18.6493,-9.56977,-4.82864,0.530522
-18.8829,-9.49743,-4.93861,0.32191,-18.9545,-9.51544,-18.8904,-9.54017,-4.81012,0.652707
-19.1087,-9.45848,-4.93666,0.45886,-18.6983,-9.02886,-19.1305,-9.50447,-4.78851,0.774927
-19.3874,-9.28036,-5.04644,1.1807,-19.2983,-9.09865,-19.3694,-9.46265,-4.76378,0.897083
-19.629,-9.1874,-4.81111,1.44657,-19.7037,-8.79906,-19.6069,-9.41472,-4.73591,1.01907
-19.888,-9.03717,-4.82798,1.92887,-19.8731,-8.96417,-19.8431,-9.36071,-4.70487,1.1408
-20.1471,-8.89403,-5.02022,2.33444,-20.3815,-7.6755,-20.0775,-9.30061,-4.67066,1.26215
-20.2236,-9.22182,-4.03688,0.699479,-20.1607,-9.59663,-20.3102,-9.23446,-4.63328,1.38303
-20.4575,-9.19489,-4.4509,0.745604,-20.4587,-9.7448,-20.5409,-9.16227,-4.59271,1.50334
-20.7033,-9.04547,-4.54882,1.17826,-20.6596,-8.91527,-20.7696,-9.08409,-4.54895,1.62296
-20.9483,-8.96616,-4.47694,1.32673,-21.5568,-8.5005,-20.9959,-8.99994,-4.50202,1.74179
-21.1409,-8.89289,-4.37633,1.39312,-21.0195,-8.85081,-21.2198,-8.90987,-4.45191,1.85972
-21.3746,-8.814,-4.31712,1.50544,-21.8628,-8.64129,-21.4412,-8.81393,-4.39865,1.97666
-21.551,-8.81234,-4.15057,1.26705,-21.5029,-8.87191,-21.6597,-8.71217,-4.34224,2.0925
-21.7339,-8.6952,-3.72984,1.43288,-21.9514,-7.41274,-21.8754,-8.60465,-4.2827,2.20712
-21.9368,-8.5885,-3.75836,1.64232,-21.9793,-8.57089,-22.0881,-8.49143,-4.22007,2.32043
-22.1472,-8.48534,-4.17472,1.88953,-22.1914,-7.70392,-22.2975,-8.37258,-4.15437,2.43232
-22.4065,-8.3426,-4.28563,2.21271,-22.5838,-8.35296,-22.5035,-8.24817,-4.08564,2.5427
-22.5945,-8.2326,-4.01472,2.25022,-22.3177,-8.57758,-22.7061,-8.11829,-4.01391,2.65145
-22.8865,-7.86392,-4.14164,3.55701,-22.9861,-7.6724,-22.9049,-7.98301,-3.93923,2.75848
-23.0915,-7.68812,-3.85845,3.6905,-23.2693,-8.32031,-23.1,-7.84243,-3.86163,2.8637
-23.3112,-7.51025,-3.76395,3.8541,-23.4777,-7.56583,-23.2911,-7.69663,-3.78118,2.967
-23.5271,-7.33514,-4.16777,4.05009,-23.473,-7.02103,-23.4781,-7.54572,-3.69792,3.06828
-23.6631,-7.27653,-3.78391,3.47846,-23.5408,-7.36069,-23.6609,-7.3898,-3.61191,3.16746
-23.8657,-7.0795,-3.84496,3.71217,-24.0505,-6.56968,-23.8393,-7.22897,-3.52321,3.26445
-23.9899,-7.10422,-3.47068,2.9146,-23.9384,-7.26171,-24.0132,-7.06336,-3.43189,3.35916
-24.1563,-6.92757,-3.31966,3.01624,-24.3577,-5.94086,-24.1825,-6.89307,-3.33801,3.45149
-24.3396,-6.60284,-3.32316,3.75846,-24.2574,-6.4352,-24.347,-6.71823,-3.24166,3.54138
-24.5079,-6.42941,-3.104,3.74535,-24.788,-7.18367,-24.5066,-6.53896,-3.14289,3.62873
-24.5701,-6.37865,-2.73936,3.17194,-24.3008,-6.43799,-24.6612,-6.35538,-3.0418,3.71347
-24.707,-6.20991,-2.76357,3.32478,-24.6108,-6.00878,-24.8107,-6.16764,-2.93846,3.79553
-24.91,-5.94723,-2.86376,3.84526,-25.146,-5.91902,-24.955,-5.97587,-2.83295,3.87484
-25.0435,-5.73082,-2.78693,4.03054,-24.8975,-5.02285,-25.094,-5.7802,-2.72537,3.95132
-25.1706,-5.59002,-2.65187,3.82503,-25.1941,-5.64372,-25.2276,-5.58079,-2.61581,4.02492
-25.3242,-5.40179,-2.76342,3.95459,-25.5328,-5.4399,-25.3556,-5.37777,-2.50435,4.09557
-25.487,-5.13697,-2.76444,4.31187,-25.5713,-5.10241,-25.4779,-5.1713,-2.39109,4.16322
-25.61,-4.97694,-2.72859,4.14463,-25.0178,-6.55904,-25.5946,-4.96152,-2.27613,4.22781
-25.7233,-4.84627,-2.58658,3.84067,-25.6952,-4.89995,-25.7055,-4.7486,-2.15956,4.2893
-25.8392,-4.64793,-2.43208,3.83925,-25.8162,-4.40681,-25.8105,-4.53268,-2.04149,4.34764
-25.969,-4.34953,-2.40142,4.32609,-25.9516,-4.26659,-25.9096,-4.31392,-1.92202,4.40279
-26.0795,-4.12255,-1.87868,4.19798,-26.8953,-4.43966,-26.0027,-4.0925,-1.80125,4.45471
-26.1726,-3.78144,-1.69049,4.83259,-26.1198,-3.67723,-26.0897,-3.86856,-1.67928,4.50337
-26.2538,-3.53362,-1.38709,4.89822,-26.5652,-3.85723,-26.1706,-3.64227,-1.55623,4.54875
-26.2639,-3.27984,-1.05454,4.95241,-25.9974,-3.24722,-26.2453,-3.41381,-1.4322,4.59081
-26.3202,-3.04315,-0.935777,4.94964,-26.2976,-3.01078,-26.3138,-3.18332,-1.30729,4.62954
-26.3257,-2.85125,-0.663271,4.70337,-26.1741,-2.87885,-26.376,-2.95098,-1.18162,4.66493
-26.3856,-2.65808,-0.706254,4.52895,-26.4681,-3.44967,-26.4319,-2.71697,-1.05529,4.69696
-26.4461,-2.59771,-0.582932,3.82856,-26.674,-2.73852,-26.4815,-2.48143,-0.928411,4.72562
-26.5019,-2.38049,-0.663706,3.99809,-26.657,-1.72382,-26.5247,-2.24456,-0.80109,4.75091
-26.5558,-2.17022,-0.629486,4.07161,-26.6691,-2.17333,-26.5616,-2.0065,-0.673434,4.77284
-26.586,-1.9435,-0.632649,4.20758,-26.3248,-1.32261,-26.5921,-1.76744,-0.545553,4.79141
-26.5979,-1.62085,-0.525325,4.71153,-26.4671,-1.53207,-26.6161,-1.52753,-0.417552,4.80664
-26.588,-1.40978,-0.180765,4.57263,-26.4998,-2.19526,-26.6338,-1.28695,-0.289538,4.81852
-26.595,-1.15855,-0.0443974,4.67885,-26.5998,-1.14277,-26.6451,-1.04586,-0.161616,4.8271
-26.6245,-0.951249,-0.0032157,4.55726,-27.2008,-1.67679,-26.65,-0.804425,-0.0338883,4.83238
-26.6418,-0.647259,0.0920095,4.90388,-26.7355,-0.59539,-26.6485,-0.562811,0.0935412,4.83439
-26.6282,-0.385785,0.38746,4.99541,-26.9891,0.0351487,-26.6406,-0.321181,0.220572,4.83317
-26.5805,-0.0208068,0.656727,5.49594,-26.4553,0.0602653,-26.6264,-0.0796947,0.347104,4.82874
-26.5632,0.24863,0.784332,5.45287,-26.9537,0.136943,-26.6059,0.161489,0.473041,4.82116
-26.5362,0.55226,0.938807,5.57025,-26.6201,0.57588,-26.5792,0.402213,0.598287,4.81045
-26.5238,0.813337,0.851851,5.39964,-26.8241,0.381506,-26.5462,0.642323,0.722748,4.79667
-26.5201,1.06689,0.895102,5.31475,-26.7293,1.06082,-26.5069,0.881666,0.846334,4.77986
-26.4744,1.37815,0.849709,5.45807,-25.9562,2.60409,-26.4616,1.12009,0.968955,4.76007
-26.4296,1.51672,0.905241,4.84279,-26.3986,1.42212,-26.4101,1.35745,1.09053,4.73737
-26.3885,1.68313,0.957441,4.48002,-26.5072,-0.563928,-26.3526,1.59361,1.21096,4.71181
-26.3463,1.83936,0.992621,4.16223,-26.3594,1.79315,-26.2891,1.82841,1.33018,4.68345
-26.278,2.04639,1.24779,4.22828,-26.3475,1.82827,-26.2197,2.06173,1.44811,4.65235
-26.223,2.21347,1.31096,4.00301,-26.2502,2.18481,-26.1444,2.29342,1.56467,4.61859
-26.1625,2.4025,1.31666,3.86301,-26.069,2.27896,-26.0633,2.52336,1.67979,4.58223
-26.0812,2.71785,1.48479,4.36541,-26.0641,2.80701,-25.9765,2.75141,1.79339,4.54334
-25.9845,2.93171,1.91157,4.43734,-26.3234,3.02388,-25.8841,2.97746,1.90543,4.502
-25.8631,3.30878,2.18678,5.07174,-25.8345,3.42005,-25.7861,3.20139,2.01582,4.45828
-25.7791,3.56764,2.19772,5.01532,-26.1824,3.73376,-25.6826,3.42306,2.12452,4.41227
-25.6786,3.71207,2.24378,4.49116,-25.6666,3.63509,-25.5737,3.64239,2.23146,4.36404
-25.5648,3.90799,2.34338,4.30172,-25.5773,3.13316,-25.4596,3.85924,2.3366,4.31367
-25.5077,4.03181,2.27015,3.83465,-25.7492,3.99968,-25.3402,4.07353,2.43989,4.26125
-25.3903,4.20666,2.37715,3.69867,-25.3516,3.75691,-25.2157,4.28514,2.54127,4.20686
-25.2166,4.48471,2.67072,4.03122,-25.0214,4.52803,-25.0863,4.49399,2.64071,4.15058
-25.0671,4.67151,2.58013,3.78272,-24.2719,4.30917,-24.9518,4.69998,2.73817,4.09251
-24.954,4.86616,2.63584,3.74186,-25.0363,4.88499,-24.8126,4.90303,2.83361,4.03273
-24.7977,5.04841,2.80461,3.69202,-24.3609,4.95947,-24.6686,5.10304,2.92701,3.97132
-24.6195,5.3118,3.0252,3.97851,-24.5041,5.35293,-24.5201,5.29995,3.01833,3.90839
-24.446,5.49384,3.37426,3.93488,-24.4379,5.24592,-24.367,5.49367,3.10754,3.84401
-24.2539,5.66112,3.51861,3.72891,-24.1159,5.61152,-24.2095,5.68414,3.19464,3.77827
-24.0951,5.80806,3.5808,3.47106,-24.5638,4.75836,-24.0477,5.8713,3.27959,3.71127
-23.9194,5.96025,3.66391,3.27505,-23.9153,5.94377,-23.8818,6.05508,3.36239,3.64309
-23.7786,6.12274,3.08895,2.8692,-23.5491,6.44495,-23.7117,6.23542,3.44302,3.57383
-23.6268,6.27691,3.15577,2.84135,-23.6471,6.29102,-23.5377,6.41227,3.52148,3.50357
-23.4826,6.42205,3.18734,2.78139,-23.7544,6.53746,-23.3598,6.58559,3.59775,3.4324
-23.2318,6.74961,3.5318,3.53827,-23.0099,6.86182,-23.1781,6.75533,3.67185,3.36041
-23.0357,6.87566,3.67616,3.30742,-22.7862,5.74143,-22.9928,6.92146,3.74376,3.28768
-22.8193,7.07038,3.835,3.40036,-22.6991,7.063,-22.804,7.08393,3.8135,3.21431
-22.6008,7.21578,4.14585,3.30987,-22.418,6.76159,-22.6117,7.24273,3.88106,3.14038
-22.4267,7.33163,4.08445,3.00441,-22.5083,7.31524,-22.4161,7.39782,3.94647,3.06598
-22.1857,7.49567,4.62535,3.09084,-22.0543,7.85452,-22.2173,7.54917,4.00974,2.99118
-22.0005,7.64313,4.5846,2.92081,-22.1947,7.69478,-22.0154,7.69679,4.07087,2.91607
-21.8047,7.84572,4.15679,2.90665,-21.6178,9.0351,-21.8105,7.84064,4.12989,2.84074
-21.6151,7.9582,4.13988,2.69939,-21.6473,7.94,-21.6026,7.98072,4.18681,2.76526
-21.4274,8.08068,4.15235,2.5717,-21.8637,7.78661,-21.392,8.11703,4.24166,2.68971
-21.2405,8.03394,3.96362,1.83514,-21.0853,7.83229,-21.1787,8.24957,4.29447,2.61417
-21.0546,8.15923,3.6568,1.73505,-20.5503,9.28616,-20.9628,8.37833,4.34526,2.53871
-20.8791,8.34998,3.74228,1.99917,-21.0519,8.50983,-20.7444,8.50333,4.39406,2.46341
-20.6284,8.47373,4.45309,2.16272,-19.9265,9.40847,-20.5237,8.62457,4.4409,2.38835
-20.3494,8.65904,4.69126,2.4323,-20.21,8.68914,-20.3006,8.74206,4.48582,2.31358
-20.1435,8.80601,4.31877,2.41982,-20.2277,8.8532,-20.0753,8.85583,4.52884,2.23919
-19.9692,8.87897,4.19433,2.15427,-20.0633,8.86724,-19.848,8.96589,4.57001,2.16524
-19.774,8.97963,4.09538,2.05456,-19.9264,8.78179,-19.6186,9.07227,4.60937,2.09179
-19.5682,9.0384,4.08382,1.84732,-19.4861,8.96665,-19.3873,9.17499,4.64694,2.01891
-19.309,9.17691,4.59115,2.05813,-18.5719,10.2069,-19.1542,9.27409,4.68278,1.94666
-18.9974,9.29593,4.86135,2.11446,-18.6786,9.19191,-18.9193,9.36959,4.71692,1.8751
-18.7801,9.38224,4.80556,1.95691,-19.2825,8.98189,-18.6827,9.46154,4.7494,1.80429
-18.5141,9.49313,4.92222,1.96015,-18.4242,9.46852,-18.4446,9.54996,4.78028,1.73429
-18.2428,9.5343,5.31033,1.67855,-18.1634,8.72444,-18.2049,9.63492,4.80959,1.66514
-17.9073,9.70319,5.63375,1.96833,-17.7736,9.72478,-17.9639,9.71643,4.83737,1.59691
-17.6356,9.83818,5.18089,2.04285,-17.2296,9.97767,-17.7214,9.79457,4.86368,1.52964
-17.3798,9.91872,5.1698,1.9217,-17.3436,9.88109,-17.4777,9.86936,4.88856,1.46338
-17.1154,10.0183,5.35455,1.89987,-17.1554,10.212,-17.2328,9.94087,4.91205,1.39818
-16.8546,10.122,5.36423,1.87478,-16.8876,10.145,-16.9868,10.0091,4.93421,1.33408
-16.5854,10.2071,5.43123,1.79161,-16.5958,10.1078,-16.7396,10.0743,4.95507,1.27113
-16.3702,10.2669,5.25366,1.57105,-16.5153,10.3091,-16.4915,10.1362,4.97469,1.20937
-16.0996,10.3542,5.42106,1.54146,-16.09,10.5824,-16.2424,10.1952,4.99311,1.14883
-15.9258,10.2889,4.98776,0.893901,-16.006,10.1843,-15.9924,10.2511,5.01039,1.08956
-15.6891,10.3368,4.85221,0.792153,-15.7234,10.41,-15.7416,10.3041,5.02655,1.03159
-15.5153,10.2758,4.56004,0.327793,-15.5699,10.1904,-15.4899,10.3543,5.04166,0.974957
-15.2012,10.3274,5.26357,0.329797,-14.2385,10.9109,-15.2376,10.4016,5.05576,0.919692
-14.9175,10.3973,5.37418,0.406261,-14.9365,10.4722,-14.9846,10.4462,5.06889,0.865828
-14.6922,10.4064,4.61711,0.334145,-14.724,9.63507,-14.7309,10.4882,5.0811,0.813394
-14.4816,10.3499,4.48624,0.00130316,-14.4088,10.222,-14.4766,10.5276,5.09243,0.762418
-14.2306,10.3597,4.68881,-0.0669043,-13.9005,10.5238,-14.2218,10.5645,5.10293,0.712926
-13.8424,10.6236,5.25809,0.990081,-13.8049,10.9383,-13.9665,10.5989,5.11263,0.664944
-13.5732,10.6927,5.19911,1.10483,-13.3956,10.7857,-13.7107,10.631,5.12159,0.618496
-13.363,10.6647,4.9533,0.758343,-13.3556,10.5517,-13.4545,10.6608,5.12983,0.573603
-13.0875,10.6984,5.35496,0.706136,-12.9374,10.8137,-13.1979,10.6884,5.13741,0.530288
-12.8154,10.8199,5.45427,0.993424,-12.9591,11.0099,-12.9409,10.7138,5.14436,0.48857
-12.5217,10.8958,5.59089,1.10508,-12.2518,11.2495,-12.6836,10.7373,5.15071,0.448467
-12.3536,10.7928,5.02879,0.454774,-12.3713,10.6091,-12.426,10.7587,5.15651,0.409997
-12.0957,10.8262,5.01439,0.454116,-11.9352,10.9161,-12.1681,10.7783,5.16179,0.373177
-11.8426,10.9081,5.08379,0.6037,-11.9451,11.0515,-11.91,10.7961,5.16658,0.338022
-11.5449,10.9429,5.36698,0.607048,-10.9703,10.9676,-11.6516,10.8121,5.17092,0.304546
-11.3467,10.9291,5.09011,0.357534,-11.4548,10.9407,-11.393,10.8265,5.17484,0.272761
-11.0735,10.8761,5.82156,-0.169057,-11.3472,10.5111,-11.1342,10.8394,5.17836,0.242681
-10.752,10.8348,5.89152,-0.403583,-10.6009,10.6823,-10.8753,10.8509,5.18153,0.214317
-10.5008,10.8345,5.29583,-0.343817,-10.6563,10.8369,-10.6161,10.8609,5.18435,0.187679
-10.2929,10.804,5.08066,-0.532707,-10.4142,10.8747,-10.3569,10.8697,5.18687,0.162776
-10.0651,10.8348,4.36875,-0.293008,-9.90413,11.2255,-10.0976,10.8772,5.1891,0.139618
-9.79255,10.9171,4.61613,-0.0249341,-9.83445,11.1032,-9.83809,10.8837,5.19106,0.118212
-9.61111,10.8543,4.59555,-0.356507,-10.195,10.3498,-9.57852,10.8891,5.19278,0.0985664
-9.31891,10.913,4.88699,-0.132565,-9.3066,11.0348,-9.31887,10.8936,5.19428,0.0806865
-9.10041,10.8694,4.73494,-0.301512,-9.2226,10.3527,-9.05915,10.8972,5.19557,0.0645787
-8.79642,10.9355,5.05548,-0.0311091,-8.78899,11.0707,-8.79937,10.9001,5.19667,0.050248
-8.59198,10.8647,4.83379,-0.33166,-8.83914,10.0319,-8.53953,10.9023,5.19759,0.0376992
-8.49829,10.7457,4.13536,-0.73499,-8.62045,10.6577,-8.27965,10.9039,5.19835,0.0269359
-8.26189,10.7447,4.16195,-0.674333,-7.91543,11.1157,-8.01974,10.905,5.19896,0.0179617
-7.79723,10.8787,5.0926,0.0429053,-7.51971,11.0005,-7.75979,10.9057,5.19942,0.0107791
-7.52585,10.8775,5.13519,0.0855348,-7.25987,10.6458,-7.49981,10.9061,5.19975,0.00539029
-7.23475,10.8838,5.27157,0.154704,-7.15631,10.815,-7.23983,10.9063,5.19994,0.00179692
-7.00812,10.9041,5.01212,0.240241,-7.39396,11.0181,-6.97983,10.9064,5.2,-7.84874e-15
